Ciudad,Pais
Comalapa,"El Salvador"
"Loma Chata","El Salvador"
"Las Marías","El Salvador"
"Santa Adela","El Salvador"
"Santa Maria","El Salvador"
Chinameca,"El Salvador"
"San Isidro","El Salvador"
"San Pedro Perulapán","El Salvador"
"Las Flores","El Salvador"
Mejicanos,"El Salvador"
"San Vicente","El Salvador"
"San Jacinto","El Salvador"
Granada,"El Salvador"
Gigante,"El Salvador"
"La Libertad","El Salvador"
"San Ramón","El Salvador"
"Cole Bay","Sint Maarten (Dutch part)"
Reward,"Sint Maarten (Dutch part)"
Philipsburg,"Sint Maarten (Dutch part)"
"St. Peters","Sint Maarten (Dutch part)"
Tartus,"Syrian Arab Republic"
Safita,"Syrian Arab Republic"
Harasta,"Syrian Arab Republic"
Sarâqeb,"Syrian Arab Republic"
"Al Masna`","Syrian Arab Republic"
Sweida,"Syrian Arab Republic"
Alep,"Syrian Arab Republic"
Palmyra,"Syrian Arab Republic"
"Habaa Ett Taïyeb","Syrian Arab Republic"
Hims,"Syrian Arab Republic"
Damasrakho,"Syrian Arab Republic"
Adra,"Syrian Arab Republic"
"Rasm Hamdawi","Syrian Arab Republic"
Dâra,"Syrian Arab Republic"
Idlib,"Syrian Arab Republic"
"Al Ladhiqiyah","Syrian Arab Republic"
Tartoûs,"Syrian Arab Republic"
Yabroûd,"Syrian Arab Republic"
Sahnaya,"Syrian Arab Republic"
Houraïré,"Syrian Arab Republic"
Manzini,Swaziland
Ezulwini,Swaziland
Matsapa,Swaziland
Malkerns,Swaziland
Luyengo,Swaziland
Bulembu,Swaziland
Lobamba,Swaziland
Nhlangano,Swaziland
Siteki,Swaziland
Matsapha,Swaziland
"Big Bend",Swaziland
Mhlume,Swaziland
"Piggs Peak",Swaziland
Bhunya,Swaziland
Tshaneni,Swaziland
Mbabane,Swaziland
Mhlambanyatsi,Swaziland
Kwaluseni,Swaziland
Mankayane,Swaziland
Hlatikulu,Swaziland
"Grand Turk","Turks and Caicos Islands"
Lorimers,"Turks and Caicos Islands"
"Back Salina","Turks and Caicos Islands"
"Cockburn Town","Turks and Caicos Islands"
"Cockburn Harbour","Turks and Caicos Islands"
"West Road","Turks and Caicos Islands"
"The Bight","Turks and Caicos Islands"
"Blue Hills","Turks and Caicos Islands"
Whitby,"Turks and Caicos Islands"
Komé,Chad
Moundou,Chad
Pala,Chad
Mongo,Chad
Sahr,Chad
Ngoura,Chad
Djaména,Chad
N'djamena,Chad
Abéché,Chad
Massaguet,Chad
Port-aux-français,"French Southern Territories"
Tabligbo,Togo
Kara,Togo
Togoville,Togo
Alakopé,Togo
Pya,Togo
Kpalimé,Togo
Lomé,Togo
"Maha Chana Chai",Thailand
Prachuab,Thailand
"Ban Na Ngai",Thailand
"Amphoe Akat Amnuai",Thailand
"Nong Bua Daeng",Thailand
Loei,Thailand
"Nong Khai",Thailand
"Loeng Nok Tha",Thailand
"Ban Pratunam Tha Khai",Thailand
Buntharik,Thailand
"Wihan Daeng",Thailand
Kranuan,Thailand
"Nakorn Rajsima",Thailand
"Khlong Toei",Thailand
"Lak Si",Thailand
"Bueng Kum",Thailand
Ubon,Thailand
"Ban Tha Bo",Thailand
"Ban Thung Mamuang",Thailand
"Muang Phichit",Thailand
Isfara,Tajikistan
Khujand,Tajikistan
Hodjent,Tajikistan
Gissar,Tajikistan
Dushambe,Tajikistan
Tursunzade,Tajikistan
Regar,Tajikistan
Ispechak,Tajikistan
Yovon,Tajikistan
Dusti,Tajikistan
Lenin,Tajikistan
Khorog,Tajikistan
Gafurov,Tajikistan
Kulob,Tajikistan
Panjakent,Tajikistan
Nurek,Tajikistan
Konibodom,Tajikistan
Shahrinav,Tajikistan
Kurgan-tyube,Tajikistan
Dangara,Tajikistan
Darganata,Turkmenistan
Asgabat,Turkmenistan
Ashkhabad,Turkmenistan
Mary,Turkmenistan
Ashgabat,Turkmenistan
Türkmenbashy,Turkmenistan
Tawzar,Tunisia
"El Kef",Tunisia
Menzel,Tunisia
Khenis,Tunisia
Haffouz,Tunisia
Ouardanine,Tunisia
Soukra,Tunisia
"Ras Djebel",Tunisia
Taraf,Tunisia
"Ahmed Zid",Tunisia
Haïdra,Tunisia
Mégrine,Tunisia
Fernana,Tunisia
Tuzah,Tunisia
"Ra's Al Jabal",Tunisia
"Beni Khiar",Tunisia
Seftimi,Tunisia
"Douar El Hadj Ayas",Tunisia
Turki,Tunisia
Soussa,Tunisia
Niukalofa,Tonga
Nukalofa,Tonga
Neiafu,Tonga
Haveluloto,Tonga
Kanokupolu,Tonga
Tofoa,Tonga
Hihifo,Tonga
Tanriverdi,Turkey
Doganay,Turkey
Buyukcavuslu,Turkey
Bestepe,Turkey
Dere,Turkey
Karaabalak,Turkey
Altindag,Turkey
Batman,Turkey
Yesilyurt,Turkey
Saraçköy,Turkey
Kizilay,Turkey
Pasakoy,Turkey
Barbaros,Turkey
Ceyhan,Turkey
Harput,Turkey
Akdemir,Turkey
Dayanikli,Turkey
Inci,Turkey
Zihni,Turkey
Sifir,Turkey
"Todds Road","Trinidad and Tobago"
Cunapo,"Trinidad and Tobago"
Peñal,"Trinidad and Tobago"
Mucurapo,"Trinidad and Tobago"
"Iere Village","Trinidad and Tobago"
"Pepper Village","Trinidad and Tobago"
Avocat,"Trinidad and Tobago"
"El Dorado","Trinidad and Tobago"
Guayaguayare,"Trinidad and Tobago"
"Saint James","Trinidad and Tobago"
Chase,"Trinidad and Tobago"
Laventille,"Trinidad and Tobago"
"San Juan","Trinidad and Tobago"
Biche,"Trinidad and Tobago"
Fillette,"Trinidad and Tobago"
Curepe,"Trinidad and Tobago"
Spring,"Trinidad and Tobago"
"Fyzabad Village","Trinidad and Tobago"
"La Pastora","Trinidad and Tobago"
Bethel,"Trinidad and Tobago"
Funafuti,Tuvalu
Kinmen,Taiwan
Luchu,Taiwan
Puli,Taiwan
Kuankao,Taiwan
Pengwu,Taiwan
Anliao,Taiwan
Shihwenhsi,Taiwan
Hualienhsien,Taiwan
Taoyehchuang,Taiwan
Huatan,Taiwan
Lungtan,Taiwan
Wutai,Taiwan
Chunghu,Taiwan
Touliao,Taiwan
Tayü,Taiwan
Luchou,Taiwan
Tungchihsü,Taiwan
Fangting,Taiwan
Peitou,Taiwan
Taichungshih,Taiwan
Liuli,Tanzani
Lushoto,Tanzani
Kigoma,Tanzani
Arusha,Tanzani
Bagamoyo,Tanzani
Masoko,Tanzani
Masaki,Tanzani
"Dar Es Salaam",Tanzani
Mzizima,Tanzani
Kahama,Tanzani
Manda,Tanzani
Mtwara,Tanzani
Njombe,Tanzani
Tarime,Tanzani
Itungi,Tanzani
Korogwe,Tanzani
Unguja,Tanzani
Dodoma,Tanzani
Geita,Tanzani
Kasanga,Tanzani
Usatove,Ukraine
Klishkivtsi,Ukraine
Chopovichi,Ukraine
Zvenigorodka,Ukraine
Poturzyca,Ukraine
Selidovo,Ukraine
Broshnev,Ukraine
Shepetivka,Ukraine
Tulchin,Ukraine
Molochansk,Ukraine
Chernigovka,Ukraine
Novoaleksandrovka,Ukraine
Zarya,Ukraine
Stat,Ukraine
Balakliya,Ukraine
Lagodiv,Ukraine
Zhytomyr,Ukraine
Bogdan,Ukraine
Zheleznodorozhnoye,Ukraine
Butovka,Ukraine
Kawempe,Uganda
Mengo,Uganda
Namasuba,Uganda
Makerere,Uganda
Moroto,Uganda
Masaka,Uganda
Kalangala,Uganda
Mbarara,Uganda
Wobulenzi,Uganda
Wakiso,Uganda
Kotido,Uganda
Mukono,Uganda
Kitgum,Uganda
Tororo,Uganda
Kapala,Uganda
Bombo,Uganda
Lira,Uganda
Kireka,Uganda
Kyebando,Uganda
Kampala,Uganda
Breedsville,"United States Of America"
"Scotts Hill","United States Of America"
Melita,"United States Of America"
Defiance,"United States Of America"
Unionville,"United States Of America"
"Tunnel Hill","United States Of America"
Bellvue,"United States Of America"
"Klamath Falls","United States Of America"
"Shrub Oak","United States Of America"
Nesbit,"United States Of America"
Divine,"United States Of America"
Hungerford,"United States Of America"
"Shirley Mills","United States Of America"
Nash,"United States Of America"
Romeo,"United States Of America"
Hyner,"United States Of America"
Motor,"United States Of America"
Crownpoint,"United States Of America"
"South Glastonbury","United States Of America"
Waccabuc,"United States Of America"
"Cerro Batoví",Uruguay
Mendoza,Uruguay
"Santa Lucía",Uruguay
"La Barra",Uruguay
"San Gregorio De Polanco",Uruguay
"Ecilda Paullier",Uruguay
"Las Flores",Uruguay
"Punta Carretas",Uruguay
"Joaquín Suárez",Uruguay
"Fraile Muerto",Uruguay
Dolores,Uruguay
Carmelo,Uruguay
"San José De Mayo",Uruguay
"Batlle Y Ordoñez",Uruguay
Solís,Uruguay
"Aguas Corrientes",Uruguay
Libertad,Uruguay
"Colonia Valdense",Uruguay
"Paso De Carrasco",Uruguay
"Gregorio Aznárez",Uruguay
Termiz,Uzbekistan
Taskent,Uzbekistan
Karshi,Uzbekistan
Karmana,Uzbekistan
Gayrat,Uzbekistan
Angren,Uzbekistan
Pskent,Uzbekistan
Chilanzar,Uzbekistan
Nishan,Uzbekistan
Katartal,Uzbekistan
Kibray,Uzbekistan
Krasnogorskiy,Uzbekistan
Kosonsoy,Uzbekistan
Chirchik,Uzbekistan
Samarqand,Uzbekistan
Muynak,Uzbekistan
Gazalkent,Uzbekistan
Qarshi,Uzbekistan
Karakalpak,Uzbekistan
Navoiy,Uzbekistan
Barroualie,"Saint Vincent and the Grenadines"
"New Sandy Bay Village","Saint Vincent and the Grenadines"
"North Union","Saint Vincent and the Grenadines"
Kingstown,"Saint Vincent and the Grenadines"
Mesopotamia,"Saint Vincent and the Grenadines"
Pembroke,"Saint Vincent and the Grenadines"
Union,"Saint Vincent and the Grenadines"
Chapmans,"Saint Vincent and the Grenadines"
Belmont,"Saint Vincent and the Grenadines"
Clifton,"Saint Vincent and the Grenadines"
Mesopatamia,"Saint Vincent and the Grenadines"
Vermont,"Saint Vincent and the Grenadines"
Troumaka,"Saint Vincent and the Grenadines"
"Kingstown Park","Saint Vincent and the Grenadines"
"Camden Park","Saint Vincent and the Grenadines"
Montrose,"Saint Vincent and the Grenadines"
Bequia,"Saint Vincent and the Grenadines"
Georgetown,"Saint Vincent and the Grenadines"
"Arnos Vale","Saint Vincent and the Grenadines"
"South Rivers","Saint Vincent and the Grenadines"
"El Carmelo",Venezuela
Curumo,Venezuela
Petare,Venezuela
"Corral Viejo",Venezuela
Carora,Venezuela
Carabobo,Venezuela
Yagua,Venezuela
Angostura,Venezuela
"El Playón",Venezuela
"Los Rastrojones",Venezuela
Conoma,Venezuela
Caraballeda,Venezuela
Cúa,Venezuela
Lagunillas,Venezuela
"San Juan De Colón",Venezuela
"La Pega",Venezuela
Serrano,Venezuela
"San Joaquín",Venezuela
"Las Mercedes",Venezuela
"La Fría",Venezuela
"Little Harbour","Virgin Island"
"Cane Garden Bay","Virgin Island"
"The Settlement","Virgin Island"
"Belle Vue","Virgin Island"
Kingstown,"Virgin Island"
"Road Town","Virgin Island"
"Spanish Town","Virgin Island"
Frederiksted,"Virgin Island"
Christiansted,"Virgin Island"
Kingshill,"Virgin Island"
"St John","Virgin Island"
"St Thomas","Virgin Island"
"Thi Nguyen",Vietnam
"Lac Sanh",Vietnam
"An Thài",Vietnam
"Long Thành",Vietnam
"Phuong Lien",Vietnam
"Thi Xá",Vietnam
"Cu Chi",Vietnam
"Mai Son",Vietnam
"Xuan Son",Vietnam
"Thuong Binh",Vietnam
"Cai Lay",Vietnam
"Cho Lach",Vietnam
"Bình An",Vietnam
"Phù Cát",Vietnam
"Soc Trang",Vietnam
"Linh Xúân",Vietnam
Turan,Vietnam
"Luc Nam",Vietnam
"Cau Dinh",Vietnam
"Van Tai",Vietnam
Luganville,Vanuatu
Port-vila,Vanuatu
Mele,Vanuatu
Centre,Vanuatu
Vila,Vanuatu
Malae,"Wallis and Futuna"
Ahoa,"Wallis and Futuna"
Leava,"Wallis and Futuna"
Falaleu,"Wallis and Futuna"
Velé,"Wallis and Futuna"
Kolopopo,"Wallis and Futuna"
Sigavé,"Wallis and Futuna"
Teesi,"Wallis and Futuna"
Mua,"Wallis and Futuna"
Vaitupu,"Wallis and Futuna"
Alele,"Wallis and Futuna"
Utuloa,"Wallis and Futuna"
Kolia,"Wallis and Futuna"
Matâ'utu,"Wallis and Futuna"
Alo,"Wallis and Futuna"
Utufua,"Wallis and Futuna"
Vailala,"Wallis and Futuna"
Apia,Samoa
Sapulu,Samoa
Samea,Samoa
Safotulafai,Samoa
Siusega,Samoa
Faleatiu,Samoa
Leusoalii,Samoa
Aufaga,Samoa
Sayyan,Yemen
Tarim,Yemen
Hadrami,Yemen
San'ah,Yemen
Hodaidah,Yemen
"Bayt Baws",Yemen
Saywun,Yemen
Sanaa,Yemen
"Little Aden",Yemen
"Ar Rawdah",Yemen
"Bayt Mahfad",Yemen
Sana,Yemen
Hodeida,Yemen
"Al Hudaydah",Yemen
Lahij,Yemen
Ibb,Yemen
"Ad Dabi",Yemen
"Rayshan Bani Matar",Yemen
Taiz,Yemen
Dhamar,Yemen
Ouangani,Mayotte
Bouéni,Mayotte
"Majikavo Lamir",Mayotte
Miréréni,Mayotte
Coconi,Mayotte
Dzoumogne,Mayotte
Bandrélé,Mayotte
M'tsangamouji,Mayotte
Mtsahara,Mayotte
Labattoir,Mayotte
Pamandzi,Mayotte
Hamjago,Mayotte
Chirongui,Mayotte
Tsingoni,Mayotte
Combani,Mayotte
Bandraboua,Mayotte
Acoua,Mayotte
Mamoudzou,Mayotte
Sada,Mayotte
Chiconi,Mayotte
Hoogland,"South Africa"
Badplaas,"South Africa"
Rooihuiskraal,"South Africa"
Ramsgate,"South Africa"
Riebeek-wes,"South Africa"
Rocklands,"South Africa"
Bonnievale,"South Africa"
Jabavu,"South Africa"
Montgomery,"South Africa"
Jacobsdal,"South Africa"
Vredendal,"South Africa"
"Chase Valley","South Africa"
Eden,"South Africa"
Ulundi,"South Africa"
"Sea Point","South Africa"
Umtentweni,"South Africa"
Berlin,"South Africa"
Mbazwana,"South Africa"
Putfontein,"South Africa"
Malvern,"South Africa"
Serenji,Zambia
Kabalakata,Zambia
Choma,Zambia
Mwanza,Zambia
Mazabuka,Zambia
Fisenge,Zambia
Woodlands,Zambia
"Kitwe Nkana",Zambia
Kabulonga,Zambia
Mpika,Zambia
Chisamba,Zambia
Mongu,Zambia
Kalengwa,Zambia
Chimoto,Zambia
Kabwe,Zambia
Mansa,Zambia
Mufulira,Zambia
Kalulushi,Zambia
Mkushi,Zambia
Garneton,Zambia
Gwanda,Zimbabwe
Glendale,Zimbabwe
Triangle,Zimbabwe
Chitungwiza,Zimbabwe
Ruwa,Zimbabwe
Marondera,Zimbabwe
Bindura,Zimbabwe
"Milton Park",Zimbabwe
Masvingo,Zimbabwe
Kashambi,Zimbabwe
Nyamapanda,Zimbabwe
Gokwe,Zimbabwe
Concession,Zimbabwe
Mutare,Zimbabwe
"Mount Pleasant",Zimbabwe
"Mainway Meadows",Zimbabwe
Homefield,Zimbabwe
Harari,Zimbabwe
"Victoria Falls",Zimbabwe
Mabelreign,Zimbabwe
